"","start_temp","outside_temp","SA_temp","rate"
"833",12.7,9.3,14.2,-0.00666666666666664
"834",12.6,9.3,13.9,-0.00666666666666664
"835",12.5,9.2,13.7,-0.00666666666666664
"836",12.4,8.8,13.5,-0.00666666666666664
"837",12.3,8.8,13.3,-0.02
"838",12,8.5,13,-0.00666666666666664
"839",11.9,8.7,12.9,-0.00666666666666664
"840",11.8,8.3,12.8,-0.0133333333333334
"842",11.6,8.1,12.4,-0.00666666666666664
"843",11.5,8,12.2,-0.00666666666666664
"844",11.4,8,12,-0.00666666666666664
"845",11.3,7.7,11.9,-0.0133333333333334
"847",11.1,7.7,11.6,-0.00666666666666664
"849",11,7.6,11.3,0.00666666666666664
"850",11.1,7.7,11.6,-0.00666666666666664
"851",11,7.8,11.4,-0.00666666666666664
"852",10.9,7.6,11.2,-0.00666666666666664
"853",10.8,7.5,11.1,-0.00666666666666676
"856",10.7,7.8,10.8,-0.00666666666666664
"859",10.6,7.8,10.9,0.00666666666666664
"860",10.7,7.7,11,-0.00666666666666664
"862",10.6,7.5,10.9,0.00666666666666664
"863",10.7,8,10.8,0.00666666666666676
"864",21.1,12.8,24.3,-0.146666666666667
"865",18.9,12.4,23.3,-0.126666666666667
"866",17,12.1,21.2,-0.0733333333333333
"867",15.9,11.8,19.7,-0.0333333333333333
"868",15.4,11.8,18.9,-0.0266666666666667
"869",15,11.6,18.3,-0.0133333333333333
"870",14.8,11.7,17.8,-0.0133333333333334
"871",14.6,11.4,17.4,-0.0199999999999999
"872",14.3,11.4,16.9,-0.00666666666666676
"873",14.2,11.2,16.6,-0.0133333333333333
"874",14,10.8,16.2,-0.0133333333333333
"875",13.8,10.8,15.9,-0.0133333333333334
"876",13.6,10.5,15.5,-0.00666666666666664
"877",13.5,10.6,15.2,-0.0133333333333333
"879",13.3,10,14.6,-0.00666666666666676
"880",13.2,9.9,14.4,-0.0133333333333333
"881",13,9.8,14.2,-0.02
"882",12.7,9.6,13.9,-0.0133333333333333
"883",12.5,9.6,13.7,-0.00666666666666664
"884",12.4,9.5,13.5,-0.0133333333333334
"885",12.2,9.3,13.2,-0.00666666666666664
"888",12.1,9.1,12.7,-0.00666666666666664
"889",12,9.1,12.6,-0.00666666666666664
"890",11.9,8.8,12.4,-0.00666666666666664
"892",11.8,8.6,12.1,-0.0133333333333334
"894",11.6,8,11.9,-0.00666666666666664
"895",11.5,8,11.7,-0.02
"897",11.2,7.8,11.5,-0.0133333333333333
"898",11,7.7,11.4,-0.0133333333333333
"899",10.8,7.5,11.2,-0.00666666666666676
"900",10.7,7.3,11.1,-0.0133333333333333
"901",10.5,7.2,11.1,-0.0133333333333333
"904",10.3,6.9,10.6,-0.00666666666666676
"905",10.2,6.5,10.4,0.00666666666666676
"906",10.3,6.4,10.6,-0.00666666666666676
"908",10.2,6.4,10.8,-0.00666666666666664
"909",10.1,6.4,10.7,-0.00666666666666664
"910",10,6.5,10.6,-0.00666666666666664
"911",9.9,6.4,10.5,-0.00666666666666664
"912",9.8,5.8,10.1,-0.0133333333333334
"914",20.9,8.7,24.7,-0.213333333333333
"915",17.7,8.6,23.2,-0.146666666666667
"916",15.5,8.4,20,-0.1
"917",14,8.5,18.1,-0.0466666666666666
"918",13.3,8.4,16.8,-0.0400000000000001
"919",12.7,8.2,16,-0.0266666666666666
"920",12.3,8.1,15.3,-0.0266666666666667
"921",11.9,8.3,14.8,-0.02
"922",11.6,8.1,14.4,-0.00666666666666664
"923",11.5,7.9,13.9,-0.0133333333333333
"924",11.3,7.7,13.6,-0.0133333333333334
"925",11.1,7.7,13.2,-0.00666666666666664
"927",11,7.8,12.6,-0.00666666666666664
"928",10.9,7.9,12.3,-0.0133333333333334
"932",10.7,7.4,11.5,-0.00666666666666664
"933",10.6,7.1,11.3,-0.00666666666666664
"934",10.5,7,11.1,-0.00666666666666664
"936",10.4,6.6,10.9,-0.00666666666666664
"937",10.3,6.6,10.7,-0.0133333333333334
"939",10.1,6.5,10.3,-0.00666666666666664
"941",10,6.7,10.1,-0.00666666666666664
"942",9.9,6.9,10.1,-0.0133333333333334
"945",9.7,6.4,9.9,0.00666666666666676
"947",9.8,6.3,10.2,-0.00666666666666676
"950",9.7,6.7,10.2,-0.00666666666666664
"951",9.6,6.5,10.1,0.00666666666666664
"952",9.7,6.2,10,-0.0199999999999999
"954",9.4,5.8,9.6,0.00666666666666664
"955",9.5,6.1,10,-0.00666666666666664
"956",9.4,6.2,10,-0.00666666666666664
"957",9.3,6,10,-0.00666666666666676
"958",20.7,8.9,24.2,-0.0266666666666666
"959",20.3,8.8,24.3,-0.193333333333333
"960",17.4,9,23.1,-0.133333333333333
"961",15.4,8.9,19.9,-0.0866666666666667
"962",14.1,9,18,-0.0533333333333333
"963",13.3,9.1,16.9,-0.0333333333333333
"964",12.8,9,16.1,-0.02
"965",12.5,8.8,15.6,-0.0133333333333333
"966",12.3,8.9,15.1,-0.00666666666666676
"967",12.2,8.8,14.7,-0.00666666666666664
"968",12.1,8.9,14.4,-0.00666666666666664
"969",12,8.7,14,-0.00666666666666664
"970",11.9,8.8,13.7,-0.00666666666666664
"971",11.8,8.6,13.3,-0.00666666666666676
"972",11.7,8.9,12.9,0.00666666666666676
"973",11.8,8.9,12.7,-0.00666666666666676
"975",11.7,9,12.2,-0.00666666666666664
"977",11.6,8.8,11.8,0.00666666666666664
"979",11.7,8.8,11.5,-0.00666666666666664
"983",11.6,8.8,11.1,-0.00666666666666664
"984",21,10.9,20.4,-0.193333333333333
"985",18.1,11,23.1,-0.126666666666667
"986",16.2,11.2,20.1,-0.0733333333333333
"987",15.1,11,18.4,-0.0466666666666666
"988",14.4,10.8,17.4,-0.0266666666666667
"989",14,11,16.7,-0.02
"990",13.7,10.7,16,-0.0133333333333333
"991",13.5,10.7,15.6,-0.0133333333333333
"992",13.3,10.8,15.1,-0.00666666666666676
"994",13.2,10.8,14.2,-0.00666666666666664
"995",13.1,10.6,13.7,-0.00666666666666664
"996",13,10.4,13.3,-0.00666666666666664
"997",12.9,10.4,12.9,-0.00666666666666664
"998",12.8,10.1,12.7,-0.00666666666666676
"999",12.7,9.9,12.4,-0.00666666666666664
"1000",12.6,9.6,12.2,-0.00666666666666664
"1005",12.5,10.4,11.8,-0.00666666666666664
"1006",12.4,10.3,11.8,0.00666666666666664
"1007",12.5,10.2,11.8,-0.00666666666666664
"1008",20.9,9.1,24.6,-0.22
"1009",17.6,9.3,23.1,-0.14
"1010",15.5,9,20,-0.0799999999999999
"1011",14.3,8.7,18.1,-0.0533333333333334
"1012",13.5,8.5,17,-0.04
"1013",12.9,8.6,16.2,-0.0266666666666667
"1014",12.5,8.8,15.6,-0.00666666666666664
"1015",12.4,9,15,-0.0133333333333334
"1016",12.2,8.6,14.5,-0.0133333333333333
"1017",12,8.7,14,-0.0133333333333333
"1018",11.8,8.5,13.6,-0.00666666666666676
"1019",11.7,8.4,13.1,-0.00666666666666664
"1020",11.6,8.3,12.8,-0.00666666666666664
"1021",11.5,8.3,12.5,-0.00666666666666664
"1022",11.4,8.1,12.2,-0.0133333333333334
"1024",11.2,7.9,11.6,-0.0133333333333333
"1025",11,7.9,11.3,-0.00666666666666664
"1034",10.9,8.7,10.3,0.00666666666666664
"1036",11,9.3,10.2,0.00666666666666664
"1039",11.1,9.4,10.3,0.00666666666666664
"1040",11.2,9.2,10.3,-0.00666666666666664
"1041",11.1,8.9,10.2,-0.00666666666666664
"1043",11,8.6,10.1,-0.00666666666666664
"1044",10.9,8.5,10.1,-0.00666666666666664
"1045",10.8,8.4,10.1,0.00666666666666664
"1046",10.9,8.6,10.1,-0.00666666666666664
"1047",10.8,9,10,0.00666666666666664
"1049",10.9,9.1,10,0.00666666666666664
"1050",11,8.9,10.1,-0.00666666666666664
"1052",10.9,8.6,10.1,0.00666666666666664
"1053",11,8.5,10.3,0.00666666666666664
"1054",21,14.2,21.5,-0.146666666666667
"1055",18.8,14.2,20.8,-0.106666666666667
"1056",17.2,14,20.4,-0.0466666666666666
"1057",16.5,14.2,19.8,-0.0333333333333333
"1058",16,14.4,19.2,-0.0266666666666667
"1059",15.6,14.3,18.6,-0.00666666666666664
"1060",15.5,14.2,18.2,-0.02
"1061",15.2,14.1,17.8,-0.00666666666666664
"1062",15.1,13.9,17.4,-0.0133333333333333
"1063",14.9,14,17.2,-0.00666666666666664
"1066",14.8,14,16.1,-0.00666666666666676
"1067",14.7,14.1,16,-0.00666666666666664
"1069",14.6,13.8,15.5,-0.00666666666666664
"1070",14.5,13.7,15.2,-0.00666666666666664
"1074",14.4,13.3,14.6,-0.00666666666666664
"1075",14.3,13.3,14.5,-0.00666666666666676
"1077",14.2,13,14.4,-0.00666666666666664
"1080",14.1,12.6,14,-0.00666666666666664
"1083",14,12.5,13.7,-0.00666666666666664
"1085",13.9,12.3,13.6,-0.00666666666666664
"1086",13.8,12.2,13.5,-0.00666666666666676
"1089",13.7,11.9,13.3,-0.00666666666666664
"1090",13.6,12.1,13.2,-0.00666666666666664
"1093",13.5,11.8,13,-0.00666666666666664
"1094",13.4,11.8,13,-0.00666666666666664
"1095",13.3,11.9,13,0.00666666666666664
"1096",13.4,12,12.9,-0.00666666666666664
"1097",20.9,13.9,20.9,-0.12
"1098",19.1,14.1,22.3,-0.0933333333333335
"1099",17.7,13.9,21,-0.0533333333333334
"1100",16.9,14,19.8,-0.0399999999999999
"1101",16.3,14.2,19,-0.02
"1102",16,14.1,18.4,-0.02
"1103",15.7,14,18,-0.00666666666666664
"1104",15.6,14.2,17.6,-0.00666666666666664
"1105",15.5,14.2,17.3,-0.0133333333333333
"1106",15.3,14,16.9,-0.00666666666666676
"1107",15.2,14,16.7,-0.00666666666666664
"1108",15.1,14,16.4,-0.00666666666666664
"1109",15,14,16.2,-0.00666666666666664
"1110",14.9,14.1,16,-0.00666666666666664
"1116",14.8,14.1,14.8,-0.00666666666666676
"1121",14.7,14.4,14.3,-0.00666666666666664
"1126",14.6,14.5,14.1,0.00666666666666664
"1127",14.7,14.4,14.1,-0.00666666666666664
"1131",14.6,14.4,14.3,-0.00666666666666664
"1132",20.9,16,22.3,-0.0733333333333332
"1133",19.8,15.7,23.5,-0.0799999999999999
"1134",18.6,15.3,22.3,-0.0466666666666669
"1135",17.9,15.3,21,-0.0333333333333333
"1136",17.4,15.1,20.2,-0.0266666666666666
"1137",17,15,19.6,-0.0133333333333333
"1138",16.8,14.8,19.1,-0.0133333333333333
"1139",16.6,14.6,18.7,-0.0133333333333335
"1140",16.4,14.3,18.3,-0.00666666666666652
"1141",16.3,14.2,18,-0.02
"1142",16,14.1,17.7,-0.0133333333333333
"1143",15.8,13.8,17.4,-0.0133333333333334
"1145",15.6,13.6,16.8,-0.0133333333333333
"1146",15.4,13.1,16.6,-0.00666666666666664
"1147",15.3,13.2,16.1,-0.0133333333333334
"1149",15.1,12.9,15.6,-0.0133333333333333
"1150",14.9,13,15.3,-0.00666666666666664
"1152",14.8,12.5,15.5,-0.0133333333333334
"1153",14.6,12.3,15,-0.00666666666666664
"1154",14.5,12.2,14.8,-0.00666666666666664
"1155",14.4,12,14.6,-0.00666666666666664
"1156",14.3,12,14.4,-0.00666666666666676
"1157",14.2,11.8,14.1,-0.00666666666666664
"1158",20.9,13.2,24.8,-0.133333333333333
"1159",18.9,13.1,22.7,-0.1
"1160",17.4,13.2,20.9,-0.0533333333333331
"1161",16.6,13,19.5,-0.0400000000000001
"1162",16,13,18.8,-0.0266666666666667
"1163",15.6,13,18.1,-0.0133333333333333
"1164",15.4,13.1,17.6,-0.0133333333333334
"1165",15.2,13.1,17.2,-0.00666666666666664
"1166",15.1,13.2,16.9,-0.00666666666666664
"1167",15,12.9,16.5,-0.00666666666666664
"1168",14.9,12.9,16,-0.00666666666666664
"1170",14.8,11.8,15.4,-0.00666666666666676
"1171",14.7,11.4,15.2,-0.0133333333333333
"1172",14.5,11.2,14.9,-0.0133333333333333
"1174",14.3,11.2,14.5,-0.00666666666666676
"1175",14.2,11.2,14.3,-0.00666666666666664
"1176",14.1,11.2,14.1,-0.00666666666666664
"1178",14,11.2,13.7,-0.00666666666666664
"1180",13.9,11.1,13.6,-0.00666666666666664
"1181",13.8,11.3,13.5,-0.00666666666666676
"1182",13.7,11.3,13.4,-0.00666666666666664
"1184",13.6,10.9,13.2,-0.00666666666666664
"1185",13.5,10.9,13,0.00666666666666664
"1186",13.6,10.7,13,-0.00666666666666664
"1187",13.5,10.6,13,-0.00666666666666664
"1188",13.4,10.6,12.9,-0.00666666666666664
"1190",13.3,10.7,12.9,-0.00666666666666676
"1192",21,15.3,22.2,-0.0733333333333334
"1193",19.9,15.3,23.9,-0.0666666666666667
"1194",18.9,15.3,22.2,-0.0533333333333331
"1195",18.1,15,21,-0.0266666666666668
"1196",17.7,14.4,20.3,-0.0333333333333333
"1197",17.2,14.3,19.7,-0.0133333333333333
"1198",17,14.3,19.3,-0.02
"1199",16.7,13.9,18.8,-0.0133333333333333
"1200",16.5,14,18.5,-0.0133333333333333
"1201",16.3,14,18.2,-0.0133333333333333
"1202",16.1,13.5,17.9,-0.0133333333333334
"1203",15.9,13.3,17.6,-0.0133333333333334
"1204",15.7,13.2,17.4,-0.00666666666666664
"1205",15.6,13,17.1,-0.00666666666666664
"1206",15.5,13.2,16.8,-0.0133333333333333
"1207",15.3,13.1,16.6,-0.0133333333333334
"1208",15.1,13,16.3,-0.00666666666666664
"1209",15,12.9,16,-0.00666666666666664
"1210",14.9,12.8,15.9,-0.00666666666666664
"1212",14.8,12.8,15.4,-0.00666666666666676
"1213",14.7,13,15.2,-0.00666666666666664
"1214",14.6,12.9,15.1,-0.00666666666666664
"1219",14.5,13.5,14.4,0.00666666666666664
"1221",14.6,14,14.3,0.00666666666666664
"1222",14.7,14.5,14.3,0.00666666666666676
"1224",21.1,16.8,21.6,-0.0933333333333335
"1225",19.7,16.9,21,-0.0666666666666667
"1226",18.7,17.1,21.1,-0.0266666666666666
"1227",18.3,16.8,20.8,-0.0266666666666668
"1228",17.9,16.9,20.5,-0.0133333333333333
"1229",17.7,16.8,20.2,-0.00666666666666652
"1230",17.6,16.7,19.9,-0.0133333333333335
"1231",17.4,16.6,19.6,-0.00666666666666652
"1232",17.3,16.7,19.4,-0.00666666666666676
"1233",17.2,16.5,19.3,-0.00666666666666652
"1234",17.1,16.5,18.9,-0.00666666666666676
"1236",17,15.7,18.7,-0.00666666666666676
"1237",16.9,15.2,18.5,-0.00666666666666652
"1238",16.8,15.1,18.2,-0.00666666666666676
"1239",16.7,14.8,18,-0.00666666666666652
"1240",16.6,14.5,17.6,-0.00666666666666676
"1241",16.5,14.4,17.3,-0.00666666666666676
"1242",16.4,14.4,17.1,-0.00666666666666652
"1244",16.3,14.6,16.7,-0.00666666666666676
"1245",16.2,14.5,16.5,-0.00666666666666652
"1246",16.1,14.7,16.3,-0.00666666666666676
"1248",16,14.5,15.9,-0.00666666666666664
"1249",15.9,14.4,15.8,-0.00666666666666664
"1250",15.8,14.4,15.8,-0.00666666666666676
"1251",15.7,14.1,15.6,-0.00666666666666664
"1252",15.6,14.2,15.5,-0.00666666666666664
"1253",15.5,14,15.4,-0.00666666666666664
"1254",15.4,14,15.3,-0.00666666666666664
"1255",15.3,14,15.2,-0.00666666666666676
"1257",15.2,14,15.1,-0.00666666666666664
"1260",15.1,13.9,14.8,-0.00666666666666664
"1261",15,13.6,14.7,-0.00666666666666664
"1262",14.9,13.4,14.7,0.00666666666666664
"1263",15,13.5,14.7,-0.00666666666666664
"1264",14.9,13.5,14.6,-0.00666666666666664
"1265",21,13.4,20.1,-0.126666666666667
"1266",19.1,13.2,20.8,-0.0866666666666667
"1267",17.8,13.1,20.1,-0.0533333333333334
"1268",17,13.3,19.3,-0.0400000000000001
"1269",16.4,13.5,18.7,-0.0133333333333333
"1270",16.2,13.5,18.2,-0.0199999999999999
"1271",15.9,13.4,17.9,-0.00666666666666664
"1272",15.8,13.3,17.4,-0.0133333333333334
"1274",15.6,13.1,16.7,-0.0133333333333333
"1275",15.4,13,16.5,-0.02
"1277",15.1,12.9,15.9,-0.0133333333333333
"1278",14.9,12.7,15.5,-0.00666666666666664
"1281",14.8,13.2,14.8,0.00666666666666664
"1284",14.9,13.1,14.5,-0.00666666666666664
"1286",14.8,12.3,14.5,-0.00666666666666676
"1287",14.7,12.1,14.3,-0.00666666666666664
"1288",14.6,11.9,14.1,-0.00666666666666664
"1289",14.5,12.1,14,-0.00666666666666664
"1291",14.4,12.2,13.8,-0.00666666666666664
"1294",14.3,12.4,13.7,-0.00666666666666676
"1300",14.2,12.2,13.8,0.00666666666666676
"1301",14.3,12,13.7,-0.00666666666666676
"1303",14.2,11.9,13.7,-0.00666666666666664
"1304",20.9,9.8,24.9,-0.193333333333333
"1305",18,9.8,23.4,-0.133333333333333
"1306",16,9.5,20.4,-0.0799999999999999
"1307",14.8,9.4,18.6,-0.0466666666666667
"1308",14.1,9.6,17.5,-0.0333333333333333
"1309",13.6,9.6,16.7,-0.0199999999999999
"1310",13.3,9.5,16.1,-0.02
"1311",13,9.7,15.5,-0.0133333333333333
"1312",12.8,9.3,15,-0.0133333333333334
"1313",12.6,9.5,14.5,-0.00666666666666664
"1314",12.5,9.6,14,0.00666666666666664
"1315",12.6,9.6,13.7,-0.00666666666666664
"1318",12.5,9.3,12.8,-0.00666666666666664
"1319",12.4,9.5,12.6,-0.00666666666666664
"1325",12.3,9.8,12,-0.00666666666666676
"1326",12.2,9.6,12.1,-0.00666666666666664
"1328",12.1,9.6,11.8,-0.00666666666666664
"1330",12,9.4,11.6,-0.00666666666666664
"1331",11.9,9.5,11.4,-0.00666666666666664
"1334",11.8,9.3,11.2,-0.00666666666666676
"1335",11.7,9.2,11.1,0.00666666666666676
"1337",11.8,9.2,10.8,-0.00666666666666676
"1338",20.9,8.4,24.6,-0.246666666666667
"1339",17.2,8.6,22.9,-0.14
"1340",15.1,8.6,19.5,-0.0933333333333334
"1341",13.7,8.3,17.5,-0.0533333333333333
"1342",12.9,8.1,16.4,-0.0266666666666667
"1343",12.5,8.3,15.6,-0.0266666666666667
"1344",12.1,8.2,14.8,-0.0133333333333333
"1345",11.9,8.2,14.3,-0.0133333333333334
"1346",11.7,8.1,13.7,-0.00666666666666664
"1347",11.6,8.2,13.1,-0.0133333333333333
"1348",11.4,7.5,12.7,-0.00666666666666664
"1349",11.3,7.9,12,-0.00666666666666676
"1351",11.2,8,11.3,-0.00666666666666664
"1352",11.1,7.7,11.1,-0.00666666666666664
"1353",11,7.9,10.9,-0.00666666666666664
"1354",10.9,8,10.5,-0.00666666666666664
"1357",10.8,7.8,10.1,-0.00666666666666676
"1358",21,11.2,25.4,-0.18
"1359",18.3,11.2,24.2,-0.126666666666667
"1360",16.4,11.2,21,-0.0666666666666666
"1361",15.4,11,19.3,-0.04
"1362",14.8,11.1,18.2,-0.0466666666666667
"1363",14.1,11,17.4,-0.0133333333333333
"1364",13.9,11.1,16.9,-0.0133333333333334
"1365",13.7,11.1,16.4,-0.0133333333333333
"1366",13.5,11.1,16,-0.0133333333333333
"1368",13.3,10.9,15.3,-0.00666666666666676
"1369",13.2,10.9,15.1,-0.00666666666666664
"1370",13.1,10.9,14.7,-0.00666666666666664
"1371",13,10.7,14.5,-0.0133333333333333
"1372",12.8,10.4,14.3,-0.00666666666666676
"1373",12.7,9.9,14,-0.00666666666666664
"1374",12.6,9.8,13.7,-0.00666666666666664
"1376",12.5,9.9,13.2,-0.00666666666666664
"1377",12.4,9.8,13,-0.00666666666666664
"1378",12.3,9.5,12.9,-0.00666666666666676
"1379",12.2,9.5,12.6,-0.00666666666666664
"1380",12.1,9.2,12.4,-0.0133333333333333
"1381",11.9,9.1,12.2,-0.00666666666666664
"1382",11.8,9,12,-0.00666666666666676
"1383",11.7,8.8,11.9,-0.00666666666666664
"1386",11.6,9.1,11.3,-0.00666666666666664
"1391",11.5,8.9,10.9,-0.0133333333333333
"1393",11.3,8.8,10.8,-0.00666666666666676
"1395",11.2,8.9,10.6,-0.00666666666666664
"1397",11.1,9,10.4,-0.00666666666666664
"1398",11,8.8,10.4,0.00666666666666664
"1400",11.1,9,10.4,-0.00666666666666664
"1403",11,9.4,10.4,0.0133333333333333
"1404",21.1,15.5,22.3,-0.126666666666667
"1405",19.2,15.3,21.2,-0.1
"1406",17.7,15.1,20.8,-0.0466666666666666
"1407",17,14.7,20.2,-0.0333333333333333
"1408",16.5,14.7,19.6,-0.02
"1409",16.2,14.6,19.1,-0.0133333333333333
"1410",16,14.5,18.7,-0.02
"1411",15.7,14.6,18.3,-0.00666666666666664
"1412",15.6,14.7,18.1,-0.00666666666666664
"1413",15.5,14.4,17.8,-0.00666666666666664
"1414",15.4,14.4,17.5,-0.00666666666666664
"1415",15.3,14.4,17.3,-0.00666666666666676
"1416",15.2,14.5,17,-0.00666666666666664
"1418",15.1,13.9,16.6,-0.00666666666666664
"1419",15,13.7,16.4,-0.00666666666666664
"1420",14.9,13.7,16.2,-0.00666666666666664
"1421",14.8,13.5,16.1,-0.00666666666666676
"1422",14.7,13.1,15.9,-0.00666666666666664
"1423",14.6,12.9,15.6,-0.00666666666666664
"1424",14.5,12.6,15.4,-0.0133333333333333
"1425",14.3,12.6,15.2,-0.00666666666666676
"1426",14.2,12.2,15.1,-0.00666666666666664
"1427",14.1,12,14.9,-0.00666666666666664
"1428",14,11.8,14.7,-0.00666666666666664
"1429",13.9,11.8,14.5,-0.00666666666666664
"1430",13.8,11.4,14.3,-0.0133333333333334
"1431",13.6,11.6,14.1,-0.00666666666666664
"1432",13.5,11.5,13.9,-0.00666666666666664
"1433",13.4,11.2,13.7,-0.00666666666666664
"1434",13.3,11,13.6,-0.00666666666666676
"1435",13.2,11,13.5,-0.00666666666666664
"1436",13.1,10.6,13.3,-0.00666666666666664
"1437",13,10.6,13.1,-0.00666666666666664
"1438",12.9,10.6,12.9,-0.00666666666666664
"1439",12.8,10.8,12.9,0.00666666666666664
"1440",12.9,10.7,12.7,-0.00666666666666664
"1443",12.8,11.3,12.3,0.00666666666666664
"1444",12.9,11.2,12.3,-0.00666666666666664
"1446",12.8,11.1,12.2,-0.00666666666666676
"1448",12.7,10.8,12.1,-0.00666666666666664
"1449",20.7,9.7,24.9,-0.0399999999999999
"1450",20.1,9.6,22.7,-0.153333333333333
"1451",17.8,9.4,22.7,-0.126666666666667
"1452",15.9,9.6,20.1,-0.0733333333333333
"1453",14.8,9.4,18.4,-0.0466666666666667
"1454",14.1,9.6,17.5,-0.0266666666666667
"1455",13.7,9.5,16.7,-0.0199999999999999
"1456",13.4,9.6,16.1,-0.0133333333333334
"1457",13.2,9.6,15.7,-0.0133333333333333
"1458",13,9.4,15.2,-0.00666666666666664
"1459",12.9,9.6,14.7,-0.00666666666666664
"1460",12.8,9.7,14.4,-0.00666666666666676
"1461",12.7,9.8,14,-0.00666666666666664
"1462",12.6,9.4,13.7,-0.00666666666666664
"1463",12.5,9.5,13.4,-0.00666666666666664
"1465",12.4,9.3,12.9,-0.0133333333333334
"1467",12.2,9.1,12.4,-0.00666666666666664
"1468",12.1,9.2,12.3,-0.00666666666666664
"1469",12,9.2,12.1,-0.00666666666666664
"1470",11.9,9.1,12,-0.00666666666666664
"1472",11.8,9.1,11.7,-0.00666666666666676
"1473",11.7,9.2,11.6,0.00666666666666676
"1475",11.8,9.2,11.5,-0.00666666666666676
"1477",11.7,8.9,11.3,-0.00666666666666664
"1479",11.6,8.8,11.2,-0.00666666666666664
"1480",11.5,8.4,11.1,-0.0133333333333333
"1481",11.3,8.2,11.1,-0.00666666666666676
"1482",11.2,8.1,11,-0.00666666666666664
"1483",11.1,7.6,11.1,-0.00666666666666664
"1484",11,7.4,10.9,-0.00666666666666664
"1485",10.9,7.3,10.8,-0.00666666666666664
"1486",10.8,7.5,10.7,-0.00666666666666676
"1487",10.7,7.3,10.6,-0.00666666666666664
"1489",10.6,7.2,10.6,-0.00666666666666664
"1490",10.5,7,10.6,0.00666666666666664
"1493",10.6,7.1,11.3,-0.00666666666666664
"1494",21.1,9.5,20.5,-0.213333333333334
"1495",17.9,9.3,20.6,-0.14
"1496",15.8,9.3,19.5,-0.0866666666666667
"1497",14.5,8.9,18.2,-0.0466666666666666
"1498",13.8,8.5,17.3,-0.0333333333333333
"1499",13.3,8.6,16.5,-0.0266666666666667
"1500",12.9,8.5,15.9,-0.0266666666666667
"1501",12.5,8.4,15.4,-0.00666666666666664
"1502",12.4,8.3,14.9,-0.02
"1503",12.1,8,14.5,-0.0133333333333333
"1504",11.9,7.9,14,-0.0133333333333334
"1505",11.7,7.7,13.7,-0.00666666666666664
"1506",11.6,7.6,13.2,-0.00666666666666664
"1507",11.5,7.5,12.9,-0.00666666666666664
"1508",11.4,7.5,12.6,-0.0133333333333334
"1510",11.2,7.4,12,-0.00666666666666664
"1511",11.1,7.4,11.8,0.0133333333333334
"1513",11.3,7.7,11.6,-0.00666666666666676
"1514",11.2,7.7,11.6,-0.00666666666666664
"1516",11.1,7.5,11.2,-0.00666666666666664
"1517",11,7.6,11.1,-0.00666666666666664
"1518",10.9,7.3,11.1,-0.00666666666666664
"1519",10.8,7.4,10.9,-0.00666666666666676
"1520",10.7,7.5,10.8,0.0133333333333334
"1521",10.9,7.5,11.2,-0.00666666666666664
"1522",10.8,7.7,11.3,0.00666666666666664
"1523",10.9,7.6,11.5,-0.00666666666666664
"1524",20.9,12.9,24.6,-0.12
"1525",19.1,12.8,24.2,-0.106666666666667
"1526",17.5,12.4,21.4,-0.0799999999999999
"1527",16.3,12.3,19.8,-0.0333333333333333
"1528",15.8,12.3,18.8,-0.0266666666666667
"1529",15.4,12.3,18.1,-0.02
"1530",15.1,12.2,17.6,-0.0133333333333333
"1531",14.9,12.1,17.2,-0.00666666666666664
"1532",14.8,12,16.9,-0.0133333333333334
"1533",14.6,12.1,16.6,-0.00666666666666664
"1534",14.5,11.8,16.2,-0.0133333333333333
"1535",14.3,11.7,16,-0.00666666666666676
"1536",14.2,11.7,15.7,-0.00666666666666664
"1539",14.1,11.7,15,-0.00666666666666664
"1540",14,11.7,14.7,-0.00666666666666664
"1542",13.9,11.7,14.4,-0.00666666666666664
"1544",13.8,11.7,14,-0.00666666666666676
"1546",13.7,11.5,13.7,-0.00666666666666664
"1547",13.6,11.2,13.6,-0.00666666666666664
"1549",13.5,11.2,13.4,-0.00666666666666664
"1550",13.4,11.2,13.3,-0.00666666666666664
"1554",13.3,11.1,13.1,-0.00666666666666676
"1557",13.2,11.2,13,0.00666666666666676
"1558",21,8.9,24.5,-0.14
"1559",18.9,8.9,23.6,-0.173333333333333
"1560",16.3,9.2,20.3,-0.12
"1561",14.5,9.2,18.3,-0.06
"1562",13.6,9.7,17.2,-0.0333333333333333
"1563",13.1,9.8,16.4,-0.0199999999999999
"1564",12.8,9.6,15.9,-0.0133333333333334
"1565",12.6,9.3,15.4,-0.0133333333333333
"1566",12.4,9.1,15.1,-0.00666666666666664
"1567",12.3,9.2,14.7,-0.00666666666666676
"1568",12.2,8.9,14.5,-0.0199999999999999
"1569",11.9,8.8,14.2,-0.00666666666666664
"1570",11.8,8.8,13.9,-0.0133333333333334
"1572",11.6,8.4,13.3,-0.00666666666666664
"1573",11.5,8.4,13,-0.00666666666666664
"1574",11.4,8.4,12.8,-0.00666666666666664
"1575",11.3,8.4,12.5,-0.00666666666666676
"1577",11.2,8.4,12,-0.00666666666666664
"1581",11.1,8.5,11.2,-0.00666666666666664
"1583",11,8.4,11.1,-0.00666666666666664
"1586",10.9,8.1,10.8,-0.00666666666666664
"1587",10.8,8,10.7,0.00666666666666664
"1588",10.9,8,10.8,-0.00666666666666664
"1589",10.8,7.9,10.7,-0.00666666666666676
"1590",10.7,7.7,10.5,-0.00666666666666664
